place_id;place_name;address;location;latitude;longitude;category_place;subcategory_place;operating_hours;price;price_min;price_max;total_reviews;avg_rating;website_link;description;activity;facility;category_age
T064;Ndayu Park;Gembong RT 08/RW 04, Desa Saradan, Kecamatan Karangmalang, Kabupaten Sragen, Jawa Tengah 57222, Indonesia;#UNKNOWN!;-746.355;1.109.918;lingkungan, sains;Agrowisata, Outbound, Mini Zoo, Waterpark;"{""Senin"": ""08.00-17.00"", ""Selasa"": ""08.00-17.00"", ""Rabu"": ""08.00-17.00"", ""Kamis"": ""08.00-17.00"", ""Jumat"": ""08.00-17.00"", ""Sabtu"": ""07.00-18.00"", ""Minggu"": ""07.00-18.00""}";"{
  ""tiket_masuk"": {
  ""dewasa"": 5000,
  ""anak_anak"": 3000
  },
  ""kolam_renang"": {
  ""hari_biasa"": 8000,
  ""hari_libur"": 10000
  },
  ""mini_zoo"": 5000,
  ""wahana_permainan"": {
  ""mulai_dari"": 5000,
  ""hingga"": 10000
  },
  ""outbound"": {
  ""mulai_dari"": 75000,
  ""hingga"": 100000
  }
 }";3000;100000;2744;4,1;;Ndayu Park Sragen merupakan destinasi wisata keluarga yang menawarkan berbagai wahana edukatif dan rekreatif. Terletak di lingkungan yang asri dengan udara sejuk, tempat ini menyediakan mini zoo, agrowisata, waterpark, outbound, serta berbagai fasilitas pendukung lainnya.;Berenang, Bermain, Outbond;kolam renang yang dilengkapi permainan air, agrowisata, kereta kuda, bebek kayuh, maupun area outbound.;Anak-anak, Remaja
T065;Agrowisata Sejahtera Mandiri Miri Sragen;Desa Doyong, Kecamatan Miri, Kabupaten Sragen, Jawa Tengah, Indonesia;#UNKNOWN!;-73.444;1.108.148;lingkungan, sains;Wisata Edukasi, Wisata Alam;"{""Senin"": ""07.00-17.00"", ""Selasa"": ""07.00-17.00"", ""Rabu"": ""07.00-17.00"", ""Kamis"": ""07.00-17.00"", ""Jumat"": ""07.00-17.00"", ""Sabtu"": ""07.00-17.00"", ""Minggu"": ""07.00-17.00""}";"{
  ""tiket_masuk"": {
  ""umum"": ""Rp 5.000""
  },
  ""kolam_renang_anak"": ""Rp 5.000""
 }";5000;5000;56;4,5;;Di Kabupaten Sragen ada tempat wisata yang cocok untuk bersantai menghabiskan waktu berlibur dengan keluarga atau kerabat, nih. Berlokasi di Genengsari, Bagor, Kecamatan Miri, Agrowisata Sejahtera Mandiri hadir menawarkan destinasi yang cocok untuk rekreasi dan edukasi anak-anak.;Outbond;Tersedia area parkir untuk kendaraan pengunjung, Disediakan untuk kenyamanan pengunjung, Tempat ibadah bagi pengunjung muslim, Disediakan tempat gazebo untuk bersantai dan menikmati suasana, Terdapat Warung Makan yang Menyediakan makanan dan minuman ringan, terdapat Area Edukasi Pertanian Pengunjung dapat belajar tentang pertanian dan peternakan, Tersedia area dengan pemandangan menarik untuk berfoto.;Anak-anak, Remaja
T066;Taman Sukowati Sragen;Jalan Dr. Sutomo No. 5, Sine, Kecamatan Sragen, Kabupaten Sragen, Jawa Tengah 57213, Indonesia;#UNKNOWN!;-742.231;1.110.072;lingkungan;Taman Kota, Ruang Terbuka Hijau, Wisata Terbuka;"{""Senin"": ""06.00-17.00"", ""Selasa"": ""06.00-17.00"", ""Rabu"": ""06.00-17.00"", ""Kamis"": ""06.00-17.00"", ""Jumat"": ""06.00-17.00"", ""Sabtu"": ""06.00-17.00"", ""Minggu"": ""06.00-17.00""}";"{
  ""tiket_masuk"": ""0""
 }";0;0;975;4,3;https://sragenkab.go.id/jelajah-sukowati-71.html;Taman Sukowati yang tepatnya berada di Jalan Dr Sutomo No. 5. Taman ini terbentang luas dengan keindahan yang dimilikinya. Selain itu taman ini juga memiliki danau yang cukup luas yang biasanya dijadikan masyarakat sekitar sebagai tempat memancing ikan. Udara yang sejuk dan asri memikat banyak orang berdatangan ke tempat wisata ini.;berekreasi, bersantai, berkumpul, berolahraga, maupun sekedar duduk-duduk ngobrol bersama teman maupun keluarga.;mushola, area parkir, tempat bermain anak, jalur pendestrian dan lain-lain.;Anak-anak, Remaja
T067;Sadeyan Desa Wisata Edukasi;MV3H+F53 Sadeyan Desa Wisata Edukasi, Kebayanan II, Jati, Kec. Sumberlawang, Kabupaten Sragen, Jawa Tengah 57272, Indonesia;#UNKNOWN!;-73.444;1.108.779;sains, teknologi, kreativitas;Wisata edukasi, alam, budaya, dan keluarga;"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}";0;0;0;2;5;;Sadeyan Desa Wisata Edukasi merupakan destinasi yang menawarkan pengalaman belajar sambil berwisata. Terletak di kawasan pedesaan yang asri, desa ini menyajikan berbagai aktivitas yang mengedukasi pengunjung tentang pertanian, budaya lokal, dan kehidupan masyarakat desa.;Edukasi pertanian, kegiatan budaya, interaksi sosial;Area parkir, toilet, mushola, warung makan, homestay;Balita, Anak-anak
T068;Elok Waterpark;Elok Waterpark, RT.17/RW.05, Kebayanan Jetis, Pilangsari, Kec. Ngrampal, Kabupaten Sragen, Jawa Tengah 57252, Indonesia;#UNKNOWN!;-741.222;1.110.472;lingkungan;Waterpark, Kolam Renang Keluarga;"{""Senin"": ""08.00-18.00"", ""Selasa"": ""08.00-18.00"", ""Rabu"": ""08.00-18.00"", ""Kamis"": ""08.00-18.00"", ""Jumat"": ""08.00-18.00"", ""Sabtu"": ""08.00-18.00"", ""Minggu"": ""08.00-18.00""}";"{
  ""tiket_masuk"": {
  ""weekday"": ""Rp 20.000"",
  ""weekend"": ""Rp 20.000""
  },
  ""sewa_ban"": ""Rp 3.000"",
  ""parkir"": {
  ""motor"": ""Rp 3.000"",
  ""mobil"": ""Rp 5.000""
  }
 }";20000;20000;602;4,1;;Elok Waterpark Sragen merupakan salah satu tempat wisata yang ada di Sragen dan menawarkan keseruan bagi pengunjungnya. Tempat ini merupakan tempat wisata air yang sangat cocok dikunjungi bersama anak maupun keluarga.;Berenang, Bermain, Outbond;area parkir yang luas, kamar ganti, toilet hingga tempat makan.;Anak-anak, Remaja
T069;Waduk Kembangan;Kembangan Lake, Kembangan, Mojorejo, Karangmalang, Sragen Regency, Central Java 57222, Indonesia;#UNKNOWN!;-73.444;1.110.666;lingkungan;Wisata Edukasi, Wisata Alam;"{""Senin"": ""11.00-19.30"", ""Selasa"": ""11.00-19.30"", ""Rabu"": ""11.00-19.30"", ""Kamis"": ""11.00-19.30"", ""Jumat"": ""11.00-19.30"", ""Sabtu"": ""11.00-19.30"", ""Minggu"": ""11.00-19.30""}";0;0;0;714;4,3;;Waduk Kembangan, atau dikenal juga sebagai Kembangan Lake, adalah danau buatan yang terletak di Desa Kembangan, Kecamatan Karangmalang, Kabupaten Sragen, Jawa Tengah. Terletak sekitar 10 km dari pusat kota Sragen , tempat ini menawarkan suasana tenang dan pemandangan alam yang memikat, menjadikannya destinasi favorit bagi wisatawan lokal maupun luar daerah.;rekreasi keluarga, olahraga ringan, atau sekadar bersantai menikmati alam.;Perahu wisata, area pemancingan, jalur sepeda dan jogging, wisata kuinner;Anak-anak, Remaja
T070;Wisata Sendang Kun Gerit;Wisata Sendang Kun Gerit, Jalan Gemolong - Plupuh Dukuh Sidorejo RT.02, Kukungerit, Dusun 1, Jatibatur, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274, Indonesia;#UNKNOWN!;-73.444;1.108.543;lingkungan;Wisata Edukasi, Wisata Alam;"{""Senin"": ""07.00-11.30"", ""Selasa"": ""07.00-11.30"", ""Rabu"": ""07.00-11.30"", ""Kamis"": ""07.00-11.30"", ""Jumat"": ""07.00-11.30"", ""Sabtu"": ""07.00-11.30"", ""Minggu"": ""07.00-11.30""}";5000;5000;5000;1237;4,5;;Wisata Sendang Kun Gerit menyediakan berbagai fasilitas wisata yang dapat dinikmati oleh seluruh kalangan,dari anak-anak hingga orang dewasa.Wisata Sendang Kun Gerit menyuguhkan pemandangan yang alami,asri dan ramah lingkungan.;rekreasi keluarga, olahraga ringan, atau sekadar bersantai menikmati alam.;Restoran, Angkringan, Pemandian;Anak-anak, Remaja
T071;Gemolong Edupark;Gemolong Edupark (Taman Kota), Dusun 2, Gemolong, Sragen Regency, Central Java 57274, Indonesia;#UNKNOWN!;-73.444;1.108.318;sains, teknologi, kreativitas;Wisata Edukasi, Wisata Alam;"{""Senin"": ""00.00-23.59"", ""Selasa"": ""00.00-23.59"", ""Rabu"": ""00.00-23.59"", ""Kamis"": ""00.00-23.59"", ""Jumat"": ""00.00-23.59"", ""Sabtu"": ""00.00-23.59"", ""Minggu"": ""00.00-23.59""}";0;0;0;3221;4,2;;Gemolong Edupark merupakan tempat wisata yang memadukan antara edukasi dan rekreasi menyenangkan di Kabupaten Sragen. Tempat wisata ini menjadi salah satu tempat yanag bisa dijadikan pilihan untuk menghabiskan waktu bersama keluarga.;rekreasi keluarga, olahraga ringan, atau sekadar bersantai menikmati alam.;Ruang terbuka hijau, kamar mandi, gazebo, permainan anak;Balita, Anak-anak
T072;BUMDes Sendang Pinilih Sendang;BUMDes Sendang Pinilih Sendang, SEKRETARIAT BUMDES SENDANG PINILIH KELURAHAN SENDANG, Desa, Sendang, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57651, Indonesia;#UNKNOWN!;-73.444;1.109.123;sains, teknologi, kreativitas;Wisata Edukasi, Wisata Alam;"{""Senin"": ""08.00-17.00"", ""Selasa"": ""08.00-17.00"", ""Rabu"": ""08.00-17.00"", ""Kamis"": ""08.00-17.00"", ""Jumat"": ""08.00-17.00"", ""Sabtu"": ""08.00-17.00"", ""Minggu"": ""08.00-17.00""}";0;0;0;977;4,4;;Keunikan dan keunggulan Desa Wisata Sendang Pinilih yakni adanya Paralayang. Jadi disini para pengunjung dapat merasakan terbang tandem paralayang. Hal ini menjadi unik karena satu-satunya yang ada di Kota Wonogiri.;adrenalin, paralayang;atraksi unggulan yaitu Tandem Paralayang , Karawitan ,Tari kethek Ogleng, Produk UMKM dan Kuliner Khas desa Sendang.;Anak-anak, Remaja
T073;Watu Cenik Wonogiri;5W27+25X Watu Cenik Wonogiri, Sendang, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia;#UNKNOWN!;-73.444;110.913;lingkungan;Wisata Edukasi, Wisata Alam;"{""Senin"": ""07.00-18.00"", ""Selasa"": ""07.00-18.00"", ""Rabu"": ""07.00-18.00"", ""Kamis"": ""07.00-18.00"", ""Jumat"": ""07.00-18.00"", ""Sabtu"": ""07.00-18.00"", ""Minggu"": ""07.00-18.00""}";5000;5000;5000;395;4,6;;Berwisata ke daerah perbukitan memang menjadi favorit banyak orang lantaran keindahan pemandangan dari atas bukit. Inilah yang ditawarkan oleh Desa Sendang dengan sebagian wilayah perbukitannya. Salah satu destinasi wisata atas ketinggian di Wonogiri adalah Watu Cenik.;bersantai, outbond, berfoto;toilet, perbukitan indah;Anak-anak, Remaja
T074;Telaga Claket;Telaga Claket, Jl. Claket Jl. Ngawen, Keblokan, Sendangijo, Kec. Selogiri, Kabupaten Wonogiri, Jawa Tengah 57652, Indonesia;#UNKNOWN!;-73.444;110.908;lingkungan;Telaga;"{""Senin"": ""06.00–18.00"", ""Selasa"": ""06.00–18.00"", ""Rabu"": ""06.00–18.00"", ""Kamis"": ""06.00–18.00"", ""Jumat"": ""06.00–18.00"", ""Sabtu"": ""06.00–18.00"", ""Minggu"": ""06.00–18.00""}";"{
  ""Tiket Masuk"": 10000
  }";10000;10000;1563;4,1;;Terletak di kaki Bukit Widodaren, telaga ini menawarkan pemandangan alam yang memukau, dengan air yang jernih dan suasana sejuk yang ideal untuk bersantai.;berfoto, bersantai;tumbuh bunga-bunga berwarna-warni yang menambah keindahan, memberikan nuansa romantis bagi pengunjung.;Anak-anak, Remaja
T075;Puncak Joglo;5V3W+XH9 Puncak Joglo, Selopukang, Sendang Pinilih, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia;#UNKNOWN!;-73.444;1.108.965;lingkungan;Bukit;"{""Senin"": ""09.00–18.00"", ""Selasa"": ""09.00–18.00"", ""Rabu"": ""09.00–18.00"", ""Kamis"": ""09.00–18.00"", ""Jumat"": ""09.00–18.00"", ""Sabtu"": ""09.00–18.00"", ""Minggu"": ""09.00–18.00""}";"{
  ""Tiket Masuk"": 5000
  }
 {
  ""Parkir"": 2000
  }";2500;2500;1027;4,5;;Puncak Joglo adalah destinasi wisata di Desa Sendang, Kecamatan Wonogiri, yang terkenal dengan pemandangan Waduk Gajahmungkur yang indah, khususnya saat sunrise dan sunset. Puncak Joglo juga sering dijadikan lokasi untuk paragliding.;Pemandangan Waduk Gajahmungkur, sunrise, sunset, paragliding.;Gazebo, warung, toilet, tempat parkir.;Remaja
T076;Girimanik Mountain Camp;Girimanik mountain camp, RT.01/RW.06, Ngerapah, Setren, Slogohimo, Wonogiri Regency, Central Java, Indonesia;#UNKNOWN!;-73.444;1.111.821;lingkungan;Wisata alam dan ekowisata pegunungan;"{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–22.00"", ""Rabu"": ""08.00–22.00"", ""Kamis"": ""08.00–22.00"", ""Jumat"": ""08.00–22.00"", ""Sabtu"": ""08.00–22.00"", ""Minggu"": ""08.00–22.00""}";"{
 ""Tiket Masuk Anak"": 3000,
 ""Tiket Masuk Dewasa"": 5000
 }";3000;5000;320;4,6;;Girimanik Mountain Camp adalah destinasi wisata alam yang menawarkan pengalaman berkemah di tengah suasana pegunungan yang sejuk dan asri. Terletak di kawasan Girimanik, tempat ini menyuguhkan panorama alam yang menakjubkan dengan latar hutan pinus, air terjun, dan pemandangan sunrise yang memukau.;Berkemah, menikmati panorama sunrise dan sunset, trekking menuju air terjun dan jalur pegungungan serta edukasi lingkungan dan konservasi alam;Area camping, toilet dan kamar mandi umum, sumber air, warung makan atau kantin kecil, area parkir, gazebo dan tempat duduk santai, spot foto, serta layanan penyewaan tenda dan perlengkapan camping;Anak-anak, Remaja
T077;Wisata Soko Langit;66W2+QR7 Soko Langit, Nglarangan, Dusun Nglarangan, Conto, Kec. Bulukerto, Kabupaten Wonogiri, Jawa Tengah 57697, Indonesia;#UNKNOWN!;-73.444;111.202;lingkungan;Rekreasi keluarga, dan camping;"{""Senin"": ""07.00–17.30"", ""Selasa"": ""07.00–17.30"", ""Rabu"": ""07.00–17.30"", ""Kamis"": ""07.00–17.30"", ""Jumat"": ""07.00–17.30"", ""Sabtu"": ""07.00–22.45"", ""Minggu"": ""07.00–17.30""}";"{
 ""Tiket Masuk "": 1-50000,
 ""Tiket Masuk "": 50000-100000,
 ""Tiket Masuk "": 100000-150000,
 }";1;150000;1861;4,2;;Soko Langit adalah destinasi wisata alam yang menawarkan pengalaman unik berenang di kolam renang rooftop dengan panorama langsung ke Pegunungan Lawu. Terletak di ketinggian sekitar 1.000 meter di atas permukaan laut, tempat ini menyuguhkan pemandangan alam yang memukau dan udara pegunungan yang sejuk. Selain kolam renang, Soko Langit juga dilengkapi dengan berbagai fasilitas rekreasi dan edukasi, menjadikannya pilihan ideal untuk liburan keluarga maupun kegiatan komunitas.;Berenang, camping, flying fox, outbound, berfoto di spot rumah hobbit dan taman bunga, edukasi di kebun buah dengan berbagai jenis tanaman;Kolam renang dewasa dan anak-anak, area camping, gardu pandang/gazebo, toilet, kamar mandi, mushola, tempat makan, kafe, dan area parkir;Remaja
T078;Goa Resi;GOA RESI, Jalan Goa Resi, Dusun Nglarangan, Conto, Bulukerto, Wonogiri Regency, Central Java 57697, Indonesia;#UNKNOWN!;-774.319;1.112.048;lingkungan, sains;Geologi, dan rekreasi keluarga;"{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}";"{
 ""Tiket Masuk "": 15000
 }";15000;15000;1144;4,6;https://www.instagram.com/goaresi;Goa Resi adalah destinasi wisata alam yang menawarkan keindahan formasi stalaktit dan stalagmit yang menakjubkan, terbentuk selama ribuan tahun. Terletak di kawasan perbukitan dengan udara sejuk, goa ini juga memiliki nilai sejarah karena ditemukan artefak-artefak purbakala yang menandakan pernah menjadi tempat tinggal manusia purba.;Menjelajahi goa, berenang, berfoto;Area parkir, gazebo, kolam renang, warung makan, kafe, toilet dan kamar mandi umum;Anak-anak, Remaja
T079;Gunung Gandul Wonogiri;5WM7+QXH Gunung Gandul Wonogiri, Area Hutan, Giriwono, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57613, Indonesia;#UNKNOWN!;-73.444;110.915;sejarah, budaya, religi;Panorama kota, camping, dan rekreasi keluarga;"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}";"{
 ""Tiket Masuk "": 5000
 }
 {
 ""Camping ground "": 10000
 }";5000;10000;74;4,1;;Gunung Gandul adalah destinasi wisata alam yang menawarkan panorama 360 derajat Kota Wonogiri dari ketinggian sekitar 600 meter di atas permukaan laut. Terletak hanya sekitar 10–15 menit dari pusat kota, tempat ini menjadi pilihan favorit untuk menikmati pemandangan kota, perbukitan, Waduk Gajah Mungkur, dan gugusan Pegunungan Seribu. Saat malam hari, pengunjung disuguhi keindahan city light yang memukau.;Trekking, panorama alam dan city light Wonogiri, camping di area Gunung Gandul Hill Top, berfoto, dan outbond;Area parkir, jalur pejalan kaki dengan anak tangga menuju puncak, camping ground, toilet umum;Remaja
T080;Candi Muncar;74MW+7R5 Candi Muncar, Siroto, Bubakan, Girimarto, Wonogiri Regency, Central Java 57683, Indonesia;#UNKNOWN!;-771.656;111.147;lingkungan, sejarah, budaya;Telaga, edukasi, dan rekreasi keluarga;"{""Senin"": ""08.00–17.00"", ""Selasa"": ""08.00–17.00"", ""Rabu"": ""08.00–17.00"", ""Kamis"": ""08.00–17.00"", ""Jumat"": ""08.00–17.00"", ""Sabtu"": ""08.00–17.00"", ""Minggu"": ""08.00–17.00""}";"{
 ""Tiket Masuk "": 5000
 }
 {
 ""Sewa sampan "": 10000:
  ""include pengemudi"": 15000
 }
 {
 ""Pakan ikan"": 2000
 }";2000;15000;1141;4,5;;"Meskipun bernama ""Candi"", Candi Muncar sebenarnya adalah sebuah telaga alami yang terletak di lereng Pegunungan Lawu Selatan pada ketinggian sekitar 1.170 meter di atas permukaan laut. Dikelilingi oleh pepohonan hijau dan udara sejuk, tempat ini menawarkan ketenangan dan keindahan alam yang memukau. Telaga ini juga menjadi sumber air bagi masyarakat sekitar dan menawarkan berbagai aktivitas rekreasi yang menarik.";Memberi Makan Ikan Koi, trekking ke Air Terjun Muncar, berkemah, dan outbond;Gazebo, tempat duduk, warung makan, toilet, mushola, dan area parkir;Anak-anak, Remaja
T081;Girimanik Waterfall;75F9+XRP Girimanik Waterfall, Ngerapah, Setren, Slogohimo, Wonogiri Regency, Central Java 57694, Indonesia;#UNKNOWN!;-73.444;1.111.696;sejarah, budaya;Air terjun, trekking, dan spiritual;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
 ""Tiket Masuk "": 5000
 }
 {
 ""Parkir "" {
  ""Motor"": 2000
  ""Mobil"": 5000
  }
 }";5000;5000;380;4,4;;"Air Terjun Girimanik merupakan kawasan wisata alam yang terletak di lereng selatan Gunung Lawu. Kawasan ini terkenal dengan tiga air terjun utamanya:
 Air Terjun Manikmoyo: Memiliki ketinggian sekitar 70 meter dan aliran air yang deras, menjadikannya spot favorit untuk fotografi.
 Air Terjun Tejomoyo: Berada di tengah kawasan dengan ketinggian sekitar 30 meter.
 Air Terjun Condromoyo: Terletak paling jauh dari pintu masuk, menawarkan suasana yang lebih tenang dan alami.
 Selain keindahan alamnya, kawasan ini juga memiliki nilai spiritual dengan adanya petilasan Raden Mas Said dan sendang-sendang suci seperti Sendang Drajat dan Sendang Kanastren.";Trekking, berfoto, relaksasi;Area parkir, warung makan, kios oleh-oleh, toilet umum, mushola, jalur aman menuju air terjun/;Semua Umur
T082;Istana Parnaraya;Parnaraya Palace, Istana Parnaraya, Kebonagung, Sidoharjo, Wonogiri Regency, Central Java 57682, Indonesia;#UNKNOWN!;-73.444;1.110.566;lingkungan;Museum, edukasi;"{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}";"{
 ""Tiket Masuk "": 5000
 }";5000;5000;1363;4,3;https://www.instagram.com/istana_parnaraya/?hl=id;Terletak di Desa Kebonagung, Kecamatan Sidoharjo, Kabupaten Wonogiri, Istana Parnaraya adalah bangunan megah bergaya kolonial yang dibangun oleh pengusaha lokal, Suparno (biasa disebut Pak Parno). Fungsi utama bangunan ini adalah sebagai tempat pertemuan para sesepuh dan penyambutan tamu, termasuk wisatawan. Selain itu, terdapat gedung belakang yang memuat dokumentasi perjalanan sukses Pak Parno serta produk dan kesenian khas Wonogiri.;Menikmati arsitektur bergaya Belanda, Menjelajahi area taman kecil dan pilar-pilar besar di halaman, Mengunjungi ruang pertemuan oval dan melihat koleksi lukisan tokoh-tokoh terkenal;Area parkir luas, Taman dan ruang bersantai, 4 kamar tidur pribadi untuk kunjungan pemilik, Ruang pertemuan utama, Galeri video dan seni di gedung belakang;Anak-anak, Remaja
T083;Telogo Rowo;Telogo Rowo, Rowo, Sumberejo, Batuwarno, Wonogiri Regency, Central Java 57674, Indonesia;#UNKNOWN!;-73.444;1.109.897;religi, lingkungan;Wisata Alam;"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}";0;0;0;192;4,4;;Telaga Rowo adalah wisata alam di Dusun Rowo, Desa Sumberejo, Batuwarno, Wonogiri, yang menyimpan legenda unik tentang Bima yang menciptakan rawa dalam semalam demi membantu masyarakat. Kini, telaga ini menjadi destinasi wisata keluarga yang menawarkan keindahan dan nuansa sejarah.;membaca prasasti cerita legenda, bermain di kolam renang, berkeliling telaga dengan kapal kayuh, serta bersantai di gardu pandang.;Area parkir, taman tematik, kolam renang, kapal kayuh, gardu pandang, prasasti legenda, dan pusat kuliner.;Semua Umur
T084;Kahyangan Dlepih;Desa Dlepih, Kecamatan Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah 57672, Indonesia;#UNKNOWN!;-797.297;1.110.756;lingkungan;Wisata Spiritual, Petilasan Sejarah, Wisata Alam;"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}";"{
  ""tiket_masuk"": {
  ""dewasa"": ""5000"",
  ""anak-anak"": ""2.500""
  },
  ""parkir"": {
  ""sepeda_motor"": ""2000"",
  ""mobil"": ""3000""
  }
 }";2500;5000;248;4,7;;"Kahyangan Dlepih adalah destinasi wisata spiritual dan alam yang terletak di Desa Dlepih, Kecamatan
 Tirtomoyo, Kabupaten Wonogiri. Tempat ini dikenal sebagai petilasan Panembahan Senopati, pendiri Kerajaan Mataram Islam, dan dipercaya sebagai lokasi pertemuannya dengan Kanjeng Ratu Kidul. Dikelilingi oleh hutan pegunungan yang asri dan aliran Kali Kahyangan, kawasan ini menawarkan suasana yang tenang dan mistis, cocok untuk meditasi dan kegiatan spiritual lainnya.";Mendaki, Meditasi / Tirakat;Area parkir, tempat ibadah, toilet umum, penginapan sederhana, jalur berjalan kaki dan hiking, spot meditasi dan tirakat, aliran sungai dan bebatuan alami, situs sejarah.;Semua Umur
T085;Pantai Nampu;Pantai Nampu, Gunturharjo, Paranggupito, Wonogiri Regency, Central Java 57678, Indonesia;#UNKNOWN!;-73.444;1.109.035;lingkungan;Wisata alam, pantai;"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}";"{
 ""Tiket Masuk "": 2000
 }";2000;2000;3934;4,5;;Pantai Nampu terletak di selatan Wonogiri dan menawarkan keindahan pasir putih serta pemandangan laut lepas. Selain sebagai tempat wisata alam, Pantai Nampu juga bisa menjadi lokasi edukasi ekosistem pesisir. Pengunjung dapat mengenal lebih dekat tentang kehidupan biota laut, proses erosi, dan konservasi pantai.;Berenang, fotografi, bersantai di pantai;Area parkir, warung makan;Semua Umur
T086;Bukit Jonambang;2W3X+3VX Bukit Jonambang, Dawe, Watuagung, Kec. Baturetno, Kabupaten Wonogiri, Jawa Tengah 57673, Indonesia;#UNKNOWN!;-73.444;1.109.497;lingkungan;Wisata alam;"{""Senin"": ""06.00–18.00"", ""Selasa"": ""06.00–18.00"", ""Rabu"": ""06.00–18.00"", ""Kamis"": ""06.00–18.00"", ""Jumat"": ""06.00–18.00"", ""Sabtu"": ""06.00–18.00"", ""Minggu"": ""06.00–18.00""}";"{
  ""tiket_masuk"": 5000
  }";5000;5000;265;4,1;;Bukit Jonambang terletak di Wonogiri yang menawarkan pemandangan indah dari atas ketinggian. Tempat ini cocok untuk mengenalkan anak-anak dan keluarga tentang ekosistem pegunungan, flora, dan fauna lokal. Dari puncak bukit, pengunjung bisa menikmati panorama alam sembari belajar tentang pentingnya menjaga kelestarian hutan dan daerah hijau.;Trekking, fotografi, menikmati pemandangan;Tempat parkir, gazebo, menara perahu, menara bambu, warung makan.;Semua Umur
T087;Goa Tembus Pracimantoro;XQ6M+2FH Goa Tembus Pracimantoro, Unnamed Road, Mudal, Gebangharjo, Kec. Pracimantoro, Kabupaten Wonogiri, Jawa Tengah 57664, Indonesia;#UNKNOWN!;-73.444;1.107.837;lingkungan;Wisata alam;"{""Senin"": ""08:30-15:30"", ""Selasa"": ""08:30-15:30"", ""Rabu"": ""08:30-15:30"", ""Kamis"": ""08:30-15:30"", ""Jumat"": ""08:30-15:30"", ""Sabtu"": ""08:30-15:30"", ""Minggu"": ""08:30-15:30""}";"{
  ""tiket_masuk"": 5000
  }";5000;5000;117;4,4;;"Goa Tembus Pracimantoro terletak di kawasan Pracimantoro, Wonogiri, Goa ini disebut ""Tembus"" karena memiliki jalur tembus yang menghubungkan dua mulut gua. Di dalam goa, pengunjung bisa mempelajari formasi stalaktit dan stalagmit yang terbentuk selama ribuan tahun.";Eksplorasi goa, edukasi geologi;Area Pakir;Semua Umur
